run_id,round,case,index_state,selector,update_iters,elapsed_s,descriptors_recomputed,modules_repatched,sites_patched,status
20260811_121453,5,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011185,2000,0,0,pass
20260811_121453,6,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010529,2000,0,0,pass
20260811_121453,7,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011185,2000,0,0,pass
20260811_121453,8,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010650,2000,0,0,pass
20260811_121453,9,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010727,2000,0,0,pass
20260811_121453,10,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011200,2000,0,0,pass
20260811_121453,1,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.552430,2000,0,0,pass
20260811_121453,2,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.575623,2000,0,0,pass
20260811_121453,3,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.565521,2000,0,0,pass
20260811_121453,4,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.517776,2000,0,0,pass
20260811_121453,5,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.541549,2000,0,0,pass
20260811_121453,6,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.584427,2000,0,0,pass
20260811_121453,7,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.583129,2000,0,0,pass
20260811_121453,8,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.578186,2000,0,0,pass
20260811_121453,9,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.505432,2000,0,0,pass
20260811_121453,10,I-02-index-off-func,off,"func=bench_log_0 -p",1000,1.530548,2000,0,0,pass
20260811_121453,1,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012253,4000,0,0,pass
20260811_121453,2,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011688,4000,0,0,pass
20260811_121453,3,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011856,4000,0,0,pass
20260811_121453,4,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012375,4000,0,0,pass
20260811_121453,5,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012406,4000,0,0,pass
20260811_121453,6,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011962,4000,0,0,pass
20260811_121453,7,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011779,4000,0,0,pass
20260811_121453,8,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012223,4000,0,0,pass
20260811_121453,9,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011933,4000,0,0,pass
20260811_121453,10,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011505,4000,0,0,pass
20260811_121453,1,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.641891,4000,0,0,pass
20260811_121453,2,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.816513,4000,0,0,pass
20260811_121453,3,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.607895,4000,0,0,pass
20260811_121453,4,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.708114,4000,0,0,pass
20260811_121453,5,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.674973,4000,0,0,pass
20260811_121453,6,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.682267,4000,0,0,pass
20260811_121453,7,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.721191,4000,0,0,pass
20260811_121453,8,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.686096,4000,0,0,pass
20260811_121453,9,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.705474,4000,0,0,pass
20260811_121453,10,I-02-index-off-module,off,"module=bench_m0 -p",1000,3.622315,4000,0,0,pass
