run_id,round,case,index_state,selector,update_iters,elapsed_s,descriptors_recomputed,modules_repatched,sites_patched,status
20260811_115041,9,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010980,2000,0,0,pass
20260811_115041,10,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011396,2000,0,0,pass
20260811_115041,1,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.122317,2000,0,0,pass
20260811_115041,2,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.122187,2000,0,0,pass
20260811_115041,3,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.123656,2000,0,0,pass
20260811_115041,4,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.122657,2000,0,0,pass
20260811_115041,5,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.117858,2000,0,0,pass
20260811_115041,6,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.114129,2000,0,0,pass
20260811_115041,7,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.118388,2000,0,0,pass
20260811_115041,8,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.113963,2000,0,0,pass
20260811_115041,9,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.116391,2000,0,0,pass
20260811_115041,10,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.114596,2000,0,0,pass
20260811_115041,1,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011907,4000,0,0,pass
20260811_115041,2,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011393,4000,0,0,pass
20260811_115041,3,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012040,4000,0,0,pass
20260811_115041,4,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011058,4000,0,0,pass
20260811_115041,5,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011234,4000,0,0,pass
20260811_115041,6,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011273,4000,0,0,pass
20260811_115041,7,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011368,4000,0,0,pass
20260811_115041,8,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011428,4000,0,0,pass
20260811_115041,9,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011453,4000,0,0,pass
20260811_115041,10,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011571,4000,0,0,pass
20260811_115041,1,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.235436,4000,0,0,pass
20260811_115041,2,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.244607,4000,0,0,pass
20260811_115041,3,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.247896,4000,0,0,pass
20260811_115041,4,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.248061,4000,0,0,pass
20260811_115041,5,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.251547,4000,0,0,pass
20260811_115041,6,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.248285,4000,0,0,pass
20260811_115041,7,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.244167,4000,0,0,pass
20260811_115041,8,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.247354,4000,0,0,pass
20260811_115041,9,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.248646,4000,0,0,pass
20260811_115041,10,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.248514,4000,0,0,pass
