run_id,round,case,index_state,selector,update_iters,elapsed_s,descriptors_recomputed,modules_repatched,sites_patched,status
20260811_120950,3,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,4.998272,10000000,0,0,pass
20260811_120950,4,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.000679,10000000,0,0,pass
20260811_120950,5,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.059685,10000000,0,0,pass
20260811_120950,6,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.142631,10000000,0,0,pass
20260811_120950,7,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.232361,10000000,0,0,pass
20260811_120950,8,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.341919,10000000,0,0,pass
20260811_120950,9,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.279488,10000000,0,0,pass
20260811_120950,10,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,5.163887,10000000,0,0,pass
20260811_120950,1,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011307,2000,0,0,pass
20260811_120950,2,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010872,2000,0,0,pass
20260811_120950,3,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011177,2000,0,0,pass
20260811_120950,4,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010467,2000,0,0,pass
20260811_120950,5,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011360,2000,0,0,pass
20260811_120950,6,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010620,2000,0,0,pass
20260811_120950,7,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011093,2000,0,0,pass
20260811_120950,8,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010887,2000,0,0,pass
20260811_120950,9,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010735,2000,0,0,pass
20260811_120950,10,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011230,2000,0,0,pass
20260811_120950,1,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.836258,2000,0,0,pass
20260811_120950,2,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.840095,2000,0,0,pass
20260811_120950,3,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.834694,2000,0,0,pass
20260811_120950,4,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.835548,2000,0,0,pass
20260811_120950,5,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.852043,2000,0,0,pass
20260811_120950,6,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.876061,2000,0,0,pass
20260811_120950,7,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.822235,2000,0,0,pass
20260811_120950,8,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.838044,2000,0,0,pass
20260811_120950,9,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.833733,2000,0,0,pass
20260811_120950,10,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.834915,2000,0,0,pass
20260811_120950,1,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012131,4000,0,0,pass
20260811_120950,2,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011849,4000,0,0,pass
20260811_120950,3,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011719,4000,0,0,pass
20260811_120950,4,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011803,4000,0,0,pass
20260811_120950,5,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012344,4000,0,0,pass
20260811_120950,6,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011978,4000,0,0,pass
20260811_120950,7,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011856,4000,0,0,pass
20260811_120950,8,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011719,4000,0,0,pass
20260811_120950,9,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011475,4000,0,0,pass
20260811_120950,10,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011353,4000,0,0,pass
20260811_120950,1,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.181160,4000,0,0,pass
20260811_120950,2,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.191734,4000,0,0,pass
20260811_120950,3,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.169907,4000,0,0,pass
20260811_120950,4,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.144165,4000,0,0,pass
20260811_120950,5,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.223587,4000,0,0,pass
20260811_120950,6,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.137810,4000,0,0,pass
20260811_120950,7,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.148781,4000,0,0,pass
20260811_120950,8,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.168152,4000,0,0,pass
20260811_120950,9,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.247513,4000,0,0,pass
20260811_120950,10,I-02-index-off-module,off,"module=bench_m0 -p",1000,2.175773,4000,0,0,pass
