run_id,workload,workload_mode,avg_us,sd_us,ci95_us,min_us,max_us,task_clock_ms,context_switches,page_faults,iters,runs,rules
20260714_105416,create_delete,baseline,573336,9714,4257,548386,585697,4,3061,92043,1000,20,compiled_out
20260714_105416,rename,baseline,1632585,36440,15971,1590825,1704199,3,9092,273031,1000,20,compiled_out
20260714_105416,mkdir_rmdir,baseline,1097074,20635,9044,1049400,1126156,2,6076,182030,1000,20,compiled_out
20260714_105416,pipe_comm,baseline,361947,5756,2523,347732,369164,2,5086,60739,1000,20,compiled_out
20260714_105416,fork_wait,baseline,186930,3261,1429,179086,191880,3,3048,30937,1000,20,compiled_out
20260714_105416,fd_dup_close,baseline,184668,2758,1209,178249,188545,4,3047,31736,1000,20,compiled_out
20260714_105754,create_delete,branch,563876,13131,5755,550878,587236,2,3062,92044,1000,20,file=open.rs -p,file=close.rs -p,file=unlink.rs -p
20260714_105754,rename,branch,1643607,34819,15260,1591503,1688259,3,9092,273863,1000,20,file=rename.rs -p
20260714_105754,mkdir_rmdir,branch,1089594,32140,14086,1052787,1149721,2,6076,182041,1000,20,file=mkdir.rs -p,file=rmdir.rs -p
20260714_105754,pipe_comm,branch,347380,9478,4154,332786,360543,3,5081,57142,1000,20,file=pipe.rs -p,file=read.rs -p,file=write.rs -p
20260714_105754,fork_wait,branch,185362,3637,1594,176852,192235,3,3047,30747,1000,20,file=clone.rs -p,file=wait4.rs -p
20260714_105754,fd_dup_close,branch,176200,3284,1439,171847,186195,2,3047,31735,1000,20,file=dup.rs -p
20260714_110113,create_delete,static,564512,11249,4930,541284,581433,2,3061,92044,1000,20,file=open.rs -p,file=close.rs -p,file=unlink.rs -p
20260714_110113,rename,static,1659247,29337,12857,1578111,1689926,3,9093,273863,1000,20,file=rename.rs -p
20260714_110113,mkdir_rmdir,static,1095651,18856,8264,1055307,1128321,0,6077,182041,1000,20,file=mkdir.rs -p,file=rmdir.rs -p
20260714_110113,pipe_comm,static,354130,5204,2281,340486,361625,1,5083,57142,1000,20,file=pipe.rs -p,file=read.rs -p,file=write.rs -p
20260714_110113,fork_wait,static,186935,2085,914,183164,190551,1,3048,30747,1000,20,file=clone.rs -p,file=wait4.rs -p
20260714_110113,fd_dup_close,static,181008,2917,1279,173700,187750,3,3047,31735,1000,20,file=dup.rs -p
