run_id,round,case,index_state,selector,update_iters,elapsed_s,descriptors_recomputed,modules_repatched,sites_patched,status
20260811_120634,1,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.774202,4438000,0,0,pass
20260811_120634,2,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.776329,4438000,0,0,pass
20260811_120634,3,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.790068,4438000,0,0,pass
20260811_120634,4,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.762959,4438000,0,0,pass
20260811_120634,5,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.752794,4438000,0,0,pass
20260811_120634,6,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.764251,4438000,0,0,pass
20260811_120634,7,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.763242,4438000,0,0,pass
20260811_120634,8,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.763735,4438000,0,0,pass
20260811_120634,9,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.761547,4438000,0,0,pass
20260811_120634,10,I-02-full-recompute,off,"module=bench_m0 -p",1000,0.748813,4438000,0,0,pass
20260811_120634,1,I-02-index-on-line,on,"line=19 -p",1000,0.011017,12000,0,0,pass
20260811_120634,2,I-02-index-on-line,on,"line=19 -p",1000,0.010672,12000,0,0,pass
20260811_120634,3,I-02-index-on-line,on,"line=19 -p",1000,0.010673,12000,0,0,pass
20260811_120634,4,I-02-index-on-line,on,"line=19 -p",1000,0.010917,12000,0,0,pass
20260811_120634,5,I-02-index-on-line,on,"line=19 -p",1000,0.010859,12000,0,0,pass
20260811_120634,6,I-02-index-on-line,on,"line=19 -p",1000,0.010646,12000,0,0,pass
20260811_120634,7,I-02-index-on-line,on,"line=19 -p",1000,0.010779,12000,0,0,pass
20260811_120634,8,I-02-index-on-line,on,"line=19 -p",1000,0.010660,12000,0,0,pass
20260811_120634,9,I-02-index-on-line,on,"line=19 -p",1000,0.010575,12000,0,0,pass
20260811_120634,10,I-02-index-on-line,on,"line=19 -p",1000,0.011114,12000,0,0,pass
20260811_120634,1,I-02-index-off-line,off,"line=19 -p",1000,0.324904,12000,0,0,pass
20260811_120634,2,I-02-index-off-line,off,"line=19 -p",1000,0.323360,12000,0,0,pass
20260811_120634,3,I-02-index-off-line,off,"line=19 -p",1000,0.324409,12000,0,0,pass
20260811_120634,4,I-02-index-off-line,off,"line=19 -p",1000,0.325888,12000,0,0,pass
20260811_120634,5,I-02-index-off-line,off,"line=19 -p",1000,0.314095,12000,0,0,pass
20260811_120634,6,I-02-index-off-line,off,"line=19 -p",1000,0.313118,12000,0,0,pass
20260811_120634,7,I-02-index-off-line,off,"line=19 -p",1000,0.312294,12000,0,0,pass
20260811_120634,8,I-02-index-off-line,off,"line=19 -p",1000,0.313187,12000,0,0,pass
20260811_120634,9,I-02-index-off-line,off,"line=19 -p",1000,0.315027,12000,0,0,pass
20260811_120634,10,I-02-index-off-line,off,"line=19 -p",1000,0.314167,12000,0,0,pass
20260811_120634,1,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.488738,4000000,0,0,pass
20260811_120634,2,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.489460,4000000,0,0,pass
20260811_120634,3,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.471819,4000000,0,0,pass
20260811_120634,4,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.461134,4000000,0,0,pass
20260811_120634,5,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.487566,4000000,0,0,pass
20260811_120634,6,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.476932,4000000,0,0,pass
20260811_120634,7,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.463838,4000000,0,0,pass
20260811_120634,8,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.465744,4000000,0,0,pass
20260811_120634,9,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.468846,4000000,0,0,pass
20260811_120634,10,I-02-index-on-file,on,"file=bench_sites.rs -p",1000,0.484020,4000000,0,0,pass
20260811_120634,1,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.086891,4000000,0,0,pass
20260811_120634,2,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.065102,4000000,0,0,pass
20260811_120634,3,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.105286,4000000,0,0,pass
20260811_120634,4,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.066620,4000000,0,0,pass
20260811_120634,5,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.079647,4000000,0,0,pass
20260811_120634,6,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.087677,4000000,0,0,pass
20260811_120634,7,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.100582,4000000,0,0,pass
